original_id	templeate_id	caption_0	caption_1	class	template	modification_rule	template_details	modification_examples
297	297	the pet on the right is white and the one on the left is not	the pet on the left is white and the one on the right is not	no-tag	[Object] [Location1] be [Adjective(color)1] and the one [Location2] be [Adjective(color)2]	[Location1] and [Location2]	{"structure": "[Object] [Location1] be [Adjective(color)1] and the one [Location2] be [Adjective(color)2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with two objects (pets), two locations (on the right and on the left), a verb of being (is/are), and a phrase describing the color of the pets. Both sentences describe the pets in terms of their colors and their location, either on the right or on the left. The only difference between the two sentences is the colors of the pets and their location, which are swapped between the two sentences.","swapped_elements": "[Location1] and [Location2]","swapped_elements_reason": "The two sentences have swapped the colors of the pets and their location. In the first sentence, the pet on the right is white and the one on the left is not, while in the second sentence, the pet on the left is white and the one on the right is not. The colors and location of the pets are swapped to create a contrast between the two situations described in the two sentences, emphasizing the different colors and location of the pets."}	For example, new_text_1 = \the pet on the right is white and the one on the left is not\". Only Swap the \"on the right\" and \"on the left\" and keep the other words unchanged to generate \"new_text_2\"=\"the pet on the left is white and the one on the right is not\" "
301	301	a dog is on a blanket with spots	a blanket is on a dog with spots	no-tag	[object1] [appearance1=None] be [location] [object2] [appearance2]	the appearance phrases that describe the appearance of the dog or the blanket	{"structure": "[object1] [appearance1=None] be [location] [object2] [appearance2]", "structure_reason": "The common syntax structure of the two sentences involves a subject - 'a dog' or 'a blanket' - followed by a copular verb 'be', a prepositional phrase indicating location - 'on a blanket' or 'on a dog' - and another noun phrase that describes the appearance of the subject - 'with spots.'", "swapped_elements": "the appearance phrases that describe the appearance of the dog or the blanket", "swapped_elements_reason": "The two sentences have the same structure but the appearance phrases are swapped between the two sentences. In the first sentence, the dog has spots and is on a blanket, while in the second sentence, the blanket has spots and is on a dog. Thus, the elements that are swapped between the two sentences are the appearance phrases that describe the appearance of the dog or the blanket."}	For example, new_text_1 = \a dog is on a blanket with spots\". Only Swap the \"a dog\" and \"a blanket\" and keep the other words unchanged to generate \"new_text_2\"=\"a blanket is on a dog with spots\" "
306	306	the person is not happy with the cat	the cat is not happy with the person	no-tag	[Subject] is [not] [Adjective-sentiment] with [Object]	[Subject] and [Object]	{"structure": "[Subject] is [not] [Adjective-sentiment] with [Object]","structure_reason": "The common syntax structure of the two sentences is that they both follow the pattern of '[Subject] is [not] [Adjective-sentiment] with [Object]'. In both sentences, the subject is 'the person' and 'the cat', the verb is 'is', the negation is expressed by 'not', the adjective-sentiment is 'happy', and the prepositional phrase 'with the cat' and 'with the person' serves as the object. Thus, the overall structure remains the same in both sentences.","swapped_elements":"[Subject] and [Object]","swapped_elements_reason":"The elements that are swapped between the two sentences are the subject and object. In the first sentence, the subject is 'the person' and the object is 'the cat', while in the second sentence, the subject is 'the cat' and the object is 'the person'."}	For example, new_text_1 = \the person is not happy with the cat\". Only Swap the \"the person\" and \"the cat\" and keep the other words unchanged to generate \"new_text_2\"=\"the cat is not happy with the person\" "
308	308_v1	a taller person is covering the eyes of a shorter person	a shorter person is covering the eyes of a taller person	no-tag	[Object1] [Verb] [Object3] [Preposition] [Object2]	[Object1] and [Object2]	{"structure": "[Object1] [Verb] [Object3] [Preposition] [Object2]","structure_reason": "The common syntax structure of the two sentences is a subject (a person) followed by a verb (covering) and two objects (eyes and a person). Both sentences follow the pattern of 'Subject-Verb-Object-Preposition-Object'.","swapped_elements":"[Object1] and [Object2]", "swapped_elements_reason":"The objects [Object1] and [Object2] are swapped because they refer to different individuals in the two sentences. In the first sentence, [Object1] refers to the taller person, while [Object2] refers to the shorter person. In the second sentence, [Object1] refers to the shorter person, while [Object2] refers to the taller person."}	For example, new_text_1 = \a taller person is covering the eyes of a shorter person\". Only Swap the \"the taller person\" and \"the shorter person\" and keep the other words unchanged to generate \"new_text_2\"=\"a shorter person is covering the eyes of a taller person\" "
308	308_v2	a taller person is covering the eyes of a shorter person	a shorter person is covering the eyes of a taller person	no-tag	[Adjective(Size)1][Object1] [Verb] [Object2] [Preposition] [Adjective(Size)2][Object1]	[Adjective(Size)1] and [Adjective(Size)2]	{"structure": "[Adjective(Size)1][Object1] [Verb] [Object2] [Preposition] [Adjective(Size)2][Object1]","structure_reason": "The common syntax structure of the two sentences is a subject (a person) followed by a verb (covering) and two objects (eyes and a person). The first sentence describes a taller person covering the eyes of a shorter person, while the second sentence describes a shorter person covering the eyes of a taller person. The only elements that are swapped between the two sentences are the adjectives describing the height of the person. In the first sentence, the adjective 'taller' is used to describe the subject, while in the second sentence, the adjective 'shorter' is used to describe the subject.","swapped_elements":"[Adjective(Size)1] and [Adjective(Size)2]","swapped_elements_reason":"The adjectives 'taller' and 'shorter' are swapped because they describe the height of the person, which is the only element that differs between the two sentences."}	For example, new_text_1 = \a taller person is covering the eyes of a shorter person\". Only Swap the \"taller\" and \"shorter\" and keep the other words unchanged to generate \"new_text_2\"=\"a shorter person is covering the eyes of a taller person\" "
309	309	the plant is eating the bug	the bug is eating the plant	no-tag	subject-verb-object	[subject] and [object]	{"structure": "subject-verb-object", "structure_reason": "Both sentences follow the basic SVO structure where the subject is followed by the verb and then the object.", "swapped_elements": ["subject", "object"], "swapped_elements_reason": "In the first sentence, the subject is 'the plant' and the object is 'the bug'. In the second sentence, the subject is 'the bug' and the object is 'the plant', indicating that the two elements have been swapped."}	For example, new_text_1 = \the plant is eating the bug\". Only Swap the \"plant\" and \"bug\" and keep the other words unchanged to generate \"new_text_2\"=\"the bug is eating the plant\" "
313	313_v1	the moon prevents the sun's rays from falling on the earth	the earth prevents the sun's rays from falling on the moon	no-tag	[Subject1] [Verb] [Object2] [Preposition] [Object1]	[Subject1] and [Object1]	{"structure": "[Subject1] [Verb] [Object2] [Preposition] [Object1]","structure_reason": "The common syntax structure of the two sentences is a subject followed by a verb, an object, a preposition, and another object. The verb 'prevents' indicates the action being performed by the subject, and the preposition 'from' introduces the verb phrase 'falling on' which describes the relationship between the objects.","swapped_elements": "[Subject1] and [Object1]","swapped_elements_reason": "The subjects ([Subject1]) and objects ([Object1]) are swapped between the two sentences. In the first sentence, 'the moon' is the subject and 'the earth' is the object, while in the second sentence, 'the earth' is the subject and 'the moon' is the object. This swap changes the focus of the sentence and the direction of the action being described."}	For example, new_text_1 = \the moon prevents the sun's rays from falling on the earth\". Only Swap the \"the moon\" and \"the earch\" and keep the other words unchanged to generate \"new_text_2\"=\"the earth prevents the sun's rays from falling on the moon\" "
313	313_v2	the moon prevents the sun's rays from falling on the earth	the earth prevents the sun's rays from falling on the moon	no-tag	[Subject1] prevents [Possessor2]'s [Object2] from [Verb-ing] on [Object1]	[Subject1] and [Object1]	{"structure": "[Subject1] prevents [Possessor2]'s [Object2] from [Verb-ing] on [Object1]","structure_reason": "The common syntax structure of the two sentences is a subject ([Subject1]) followed by the verb 'prevents', then the possessor ([Possessor2]) and its object ([Object2]), and finally the preposition 'from' and the verb in the gerund form ([Verb-ing]) followed by the object ([Object1]). This structure remains consistent in both sentences.","swapped_elements": "[Subject1] and [Object1]","swapped_elements_reason": "In the two sentences, the subjects ([Subject1]) and objects ([Object1]) are swapped. In the first sentence, 'the moon' is the subject and 'the earth' is the object, while in the second sentence, 'the earth' is the subject and 'the moon' is the object. This swap in subject and object is the main difference between the two sentences."}	For example, new_text_1 = \the moon prevents the sun's rays from falling on the earth\". Only Swap the \"the moon\" and \"the earch\" and keep the other words unchanged to generate \"new_text_2\"=\"the earth prevents the sun's rays from falling on the moon\" "
314	314_v1	all paper airplanes fly on a straight path except for one which takes a curved one	all paper airplanes fly on a curved path except for one which takes a straight one	no-tag	All [object1] [action1] [manner1] except for one which [manner2]	[manner1] and [manner2]	{"structure": "All [object1] [action1] [manner1] except for one which [manner2]","structure_reason": "The common syntax structure of the two sentences is a simple sentence that begins with 'all' followed by a subject ([object1]), a transitive verb ([action1]), and two adverbial phrases ([manner1], [manner2]). The sentences describe the flight path of paper airplanes, with the exception of one plane that follows a different path.","swapped_elements": "[manner1] and [manner2]","swapped_elements_reason": "The two sentences have the same structure, with the adverbial phrases swapped. In the first sentence, all paper airplanes fly on a straight path except for one which takes a curved one. In the second sentence, all paper airplanes fly on a curved path except for one which takes a straight one. Thus, the elements that are swapped between the two sentences are the adverbial phrases describing the flight path of the paper airplanes: '[manner1]' and '[manner2]'."}	For example, new_text_1 = \all paper airplanes fly on a straight path except for one which takes a curved one\". Only Swap the \"a straight path\" and \"a curved one\" and keep the other words unchanged to generate \"new_text_2\"=\"all paper airplanes fly on a curved path except for one which takes a straight one\" "
314	314_v2	all paper airplanes fly on a straight path except for one which takes a curved one	all paper airplanes fly on a curved path except for one which takes a straight one	no-tag	All [object1] fly/run/move [path1] except for one which [path2]	[path1] and [path2]	{"structure": "All [object1] fly/run/move [path1] except for one which [path2]","structure_reason": "The common syntax structure of the two sentences is a simple sentence that uses 'all' to describe a group of objects ([object1]), followed by a transitive verb ([action1]), and two prepositional phrases ([path1], [path2]). The sentences describe the flight path of paper airplanes, with the exception of one plane that follows a different path.","swapped_elements": "[path1] and [path2]","swapped_elements_reason": "The two sentences have the same structure, with the prepositional phrases swapped. In the first sentence, all paper airplanes fly on a straight path except for one which takes a curved one. In the second sentence, all paper airplanes fly on a curved path except for one which takes a straight one. Thus, the elements that are swapped between the two sentences are the prepositional phrases that describe the flight path of the paper airplanes: '[path1]' and '[path2]'."}	For example, new_text_1 = \all paper airplanes fly on a straight path except for one which takes a curved one\". Only Swap the \"a straight path\" and \"a curved one\" and keep the other words unchanged to generate \"new_text_2\"=\"all paper airplanes fly on a curved path except for one which takes a straight one\" "
315	315_v2	the person is too big for the trousers	the trousers is too big for the person	no-tag	[object1] and [object2]; [object1] is too big for [object2]	[object1] and [object2]	{"structure": "[object1] and [object2]; [object1] is too big for [object2]","structure_reason": "The common syntax structure of the two sentences is that they both use a simple sentence pattern to describe a person and a piece of clothing, such as trousers, and then compare their sizes. The sentences describe a scene where the size of the person and the size of the trousers are being compared to determine if they are a good fit for each other.","swapped_elements": "[object1] and [object2]","swapped_elements_reason": "The two sentences have swapped the positions of the subject and the object. In the first sentence, the subject is 'the person' and the object is 'the trousers', while in the second sentence, the subject is 'the trousers' and the object is 'the person'. This swap highlights the different objects being compared in size. The use of 'too big' serves to illustrate that the size of one object is not suitable for the size of the other. However, the sentence structure remains the same. The order of the subject, predicate, and object is the same in both sentences."}	For example, new_text_1 = \the person is too big for the trousers\". Only Swap the \"the person\" and \"the trousers\" and keep the other words unchanged to generate \"new_text_2\"=\"the trousers is too big for the person\" "
317	317	one cheerlearder supporting multiple cheerleaders	multiple cheerleaders supporting one cheerlearder	no-tag	two/three/four/multiple [object1] [action] one [object2]	multiple [object1] and one [object2]	{"structure": "two/three/four/multiple [object1] [action] one [object2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with the phrase 'two/three/four/multiple [object1] [action] one [object2]'. In the first sentence, one cheerleader is 'supporting' multiple cheerleaders, while in the second sentence, multiple cheerleaders are 'supporting' one cheerleader. Both sentences express a relationship between two objects using the verb 'supporting', and use the same preposition 'one' to indicate the number of objects being supported. The structure is used to express a supportive or team relationship, in which one object supports another object or group of objects.","swapped_elements": "multiple [object1] and one [object2]","swapped_elements_reason": "The two sentences have swapped the order of the nouns being supported and supporting. In the first sentence, 'multiple cheerleaders' are being supported by 'one cheerleader', while in the second sentence, 'one cheerleader' is being supported by 'multiple cheerleaders'. The swap is used to create a contrast between the two situations described in the two sentences, emphasizing the different objects and their relationship to each other. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence highlighting the single cheerleader and the multiple cheerleaders she supports, while the second sentence highlights the group of cheerleaders and the one cheerleader they support. The sentence structure remains the same."}	For example, new_text_1 = \one cheerlearder supporting multiple cheerleaders\". Only Swap the \"one cheerlearder\" and \"one cheerlearder\" and keep the other words unchanged to generate \"new_text_2\"=\"multiple cheerleaders supporting one cheerlearder\" "
318	318_v1	two persons wearing one scarf	one person wearing two scarfs	no-tag	two/three/four/multiple [object1] wearing/with one [object2]	the order of [object1] and [object2]	{"structure": "two/three/four/multiple [object1] wearing/with one [object2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with the phrase 'two/three/four [object1] wearing/with one [object2]'. In the first sentence, two persons are wearing one scarf, while in the second sentence, one person is wearing two scarfs. Both sentences express a relationship between two objects using the verb 'wearing', and use the same preposition 'one' to indicate the number of items being worn. The structure is used to express a shared usage or ownership relationship, in which multiple people or objects share one item of clothing.","swapped_elements": "the order of [object1] and [object2]","swapped_elements_reason": "The two sentences have swapped the order of the nouns. In the first sentence, the nouns are 'persons' and 'scarf', while in the second sentence, the nouns are 'person' and 'scarfs'. The swap is used to create a contrast between the two situations described in the two sentences, emphasizing the different objects and their relationship to each other. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence highlighting the persons and the shared scarf, while the second sentence highlights the person and the two scarfs. The sentence structure remains the same."}	For example, new_text_1 = \two persons wearing one scarf\". Only Swap the \"person\" and \"scarf\" and keep the other words unchanged to generate \"new_text_2\"=\"one person wearing two scarfs\" "
318	318_v2	two persons wearing one scarf	one person wearing two scarfs	no-tag	two/three/four/multiple [object1] [action] one [object2]	the order of [object1] and [object2]	{"structure": "two/three/four/multiple [object1] [action] one [object2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with the phrase 'two/three/four [object1] [action] one [object2]'. In the first sentence, two persons are 'wearing' one scarf, while in the second sentence, one person is 'wearing' two scarfs. Both sentences express a relationship between two objects using the verb 'wearing', and use the same preposition 'one' to indicate the number of items being worn. The structure is used to express a shared usage or ownership relationship, in which multiple people or objects share one item of clothing.","swapped_elements": "the order of [object1] and [object2]","swapped_elements_reason": "The two sentences have swapped the order of the nouns. In the first sentence, the nouns are 'persons' and 'scarf', while in the second sentence, the nouns are 'person' and 'scarfs'. The swap is used to create a contrast between the two situations described in the two sentences, emphasizing the different objects and their relationship to each other. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence highlighting the persons and the shared scarf, while the second sentence highlights the person and the two scarfs. The sentence structure remains the same."}	For example, new_text_1 = \two persons wearing one scarf\". Only Swap the \"person\" and \"scarf\" and keep the other words unchanged to generate \"new_text_2\"=\"one person wearing two scarfs\" "
328	328	the person wearing a sweater stands in front of the person who isn't wearing a sweater	the person who isn't wearing a sweater stands in front of the person wearing a sweater	no-tag	[object1] [appearance1] [action][location] [object2] [appearance2]	[appearance1] and [appearance2]	{"structure": "[object1] [appearance1] [action][location] [object2] [appearance2]","structure_reason": "The common syntax structure of the two sentences is a basic sentence pattern that involves a person standing in front of another person, with a description of their appearance. The sentences describe a scene that involves two people and their relative positions.","swapped_elements": "[appearance1] and [appearance2]","swapped_elements_reason": "The two sentences have the same structure, but with the descriptions of the appearance of the two persons involved in the action swapped. In the first sentence, one person is described as 'wearing a sweater' and the other person is described as 'who isn't wearing a sweater', while in the second sentence, the descriptions are reversed. Thus, the only elements that are swapped between the two sentences are [appearance1] and [appearance2]. The structure and other elements remain the same."}	For example, new_text_1 = \the person wearing a sweater stands in front of the person who isn't wearing a sweater\". Only Swap the \"wearing a sweater \" and \"who isn't wearing\" and keep the other words unchanged to generate \"new_text_2\"=\"the person who isn't wearing a sweater stands in front of the person wearing a sweater\" "
329	329	a person without glasses pushes a person with glasses sitting in a box	a person with glasses pushes a person without glasses sitting in a box	no-tag	[object1] [appearance1] [relative clause1=None] [action] [object2] [appearance2] [relative clause2]	The elements [appearance1] and [appearance2] are swapped between the two sentences.	{"structure": "[object1] [appearance1] [relative clause1=None] [action] [object2] [appearance2] [relative clause2]","structure_reason": "The common syntax structure of the two sentences is a basic sentence pattern that involves a person pushing another person who is sitting in a box, with a description of their appearance. The sentences describe a scene that involves two people and their location.","swapped_elements": "The elements [appearance1] and [appearance2] are swapped between the two sentences.","swapped_elements_reason": "The two sentences have the same structure, but with the descriptions of the appearance of the two people involved in the action swapped. In the first sentence, one person is described as 'without glasses' and the other person is described as 'with glasses', while in the second sentence, the descriptions are reversed. Thus, the only elements that are swapped between the two sentences are [appearance1] and [appearance2]. The structure and other elements remain the same."}	For example, new_text_1 = \a person without glasses pushes a person with glasses sitting in a box\". Only Swap the \"without glasses\" and \"with glasses\" and keep the other words unchanged to generate \"new_text_2\"=\"a person with glasses pushes a person without glasses sitting in a box\" "
339	339	a bird cooking a person	a person cooking a bird	no-tag	Subject Verb Object	Subject and Object	{"structure": "Subject Verb Object", "structure_reason": "Both sentences follow the Subject Verb Object structure, where the subject is 'a bird'/'a person', the verb is 'cooking', and the object is 'a person'/'a bird'.", "swapped_elements": "Subject and Object", "swapped_elements_reason": "In the first sentence, 'a bird' is the subject and 'a person' is the object. In the second sentence, 'a person' is the subject and 'a bird' is the object. Therefore, the subject and object are swapped between the two sentences."}	For example, new_text_1 = \a bird cooking a person\". Only Swap the \"a bird\" and \"a person\" and keep the other words unchanged to generate \"new_text_2\"=\"a person cooking a bird\" "
341	341_v1	a person wearing yellow with their feet in the air and a person wearing stripes	a person wearing stripes with their feet in the air and a person wearing yellow	no-tag	[Subject1] [Appearance1] [Status1] and [Subject2] [Appearance2] [Status2]	[Appearance1] and [Appearance2]	{"structure": "[Subject1] [Appearance1] [Status1] and [Subject2] [Appearance2] [Status2]","structure_reason": "The common syntax structure of the two sentences is a subject (person) followed by an appearance description (wearing [color]) and a status description (with [body part] [preposition] [position]). The conjunction 'and' is used to connect the two subjects and their descriptions.","swapped_elements": "[Appearance1] and [Appearance2]","swapped_elements_reason": "The descriptions of appearance ([Appearance1] and [Appearance2]) are swapped between the two sentences, resulting in a change in the order of the appearance descriptions."}	For example, new_text_1 = \a person wearing yellow with their feet in the air and a person wearing stripes\". Only Swap the \"wearing yellow\" and \"wearing stripes\" and keep the other words unchanged to generate \"new_text_2\"=\"a person wearing stripes with their feet in the air and a person wearing yellow\" "
341	341_v2	a person wearing yellow with their feet in the air and a person wearing stripes	a person wearing stripes with their feet in the air and a person wearing yellow	no-tag	[Subject1] wearing [Appearance1] with [body part] [preposition] [position] and [Subject2] [Appearance2] [Status2]	[Appearance1] and [Appearance2]	{"structure": "[Subject1] wearing [Appearance1] with [body part] [preposition] [position] and [Subject2] [Appearance2] [Status2]","structure_reason": "The common syntax structure of the two sentences is a subject (person) followed by the verb 'wearing' and an appearance description ([Appearance1] or [Appearance2]). Both sentences also include a description of the body part ([body part]) and its position ([preposition] [position]). The conjunction 'and' is used to connect the two subjects and their descriptions.","swapped_elements": "[Appearance1] and [Appearance2]","swapped_elements_reason": "The descriptions of appearance ([Appearance1] and [Appearance2]) are swapped between the two sentences, resulting in a change in the order of the appearance descriptions."}	For example, new_text_1 = \a person wearing yellow with their feet in the air and a person wearing stripes\". Only Swap the \"yellow\" and \"stripes\" and keep the other words unchanged to generate \"new_text_2\"=\"a person wearing stripes with their feet in the air and a person wearing yellow\" "
349	349	A person whispering into a dog's ear	A dog whispering into a person's ear	no-tag	[Subject1] [Verb] [Preposition] [Object2]'s [Object3]	[Subject1] and [Object2]	{"structure": "[Subject1] [Verb] [Preposition] [Object2]'s [Object3]","structure_reason": "The common syntax structure of the two sentences is a subject (Subject1) followed by a verb, a preposition, an object (Object2), and a possessive construction with another object (Object3) indicating the body part.", "swapped_elements": "[Subject1] and [Object2]","swapped_elements_reason": "The swap of Subject1 and Object2 changes the perspective, indicating who is doing the whispering and who is receiving the whispering."}	For example, new_text_1 = \A person whispering into a dog's ear\". Only Swap the \"person\" and \"dog\" and keep the other words unchanged to generate \"new_text_2\"=\"A dog whispering into a person's ear\" "
357	357	a person with long braids is exercising in front of a person without braids	a person without braids is exercising in front of a person with long braids	no-tag	[object1] [appearance1] [action][location] [object2] [appearance2]	[appearance1] and [appearance2]	{"structure": "[object1] [appearance1] [action][location] [object2] [appearance2]","structure_reason": "The common syntax structure of the two sentences is a basic sentence pattern that involves a person exercising in front of another person, with a description of their appearance. The sentences describe a scene that involves two people and their relative positions.","swapped_elements": "[appearance1] and [appearance2]","swapped_elements_reason": "The two sentences have the same structure, but with the descriptions of the appearance of the two persons involved in the action swapped. In the first sentence, one person is described as 'with long braids' and the other person is described as 'without braids', while in the second sentence, the descriptions are reversed. Thus, the only elements that are swapped between the two sentences are [appearance1] and [appearance2]. The structure and other elements remain the same."}	For example, new_text_1 = \a person with long braids is exercising in front of a person without braids\". Only Swap the \"a person with long braids\" and \"a person without braids\" and keep the other words unchanged to generate \"new_text_2\"=\"a person without braids is exercising in front of a person with long braids\" "
360	360	a child with a fake beard and an adult	an adult with a fake beard and a child	no-tag	[object1] and [object2]; [object1/object2] with [appearance]	The elements [object1] and [object2] are swapped between the two sentences.	{"structure": "[object1] and [object2]; [object1/object2] with [appearance]","structure_reason": "The common syntax structure of the two sentences is a compound sentence pattern that describes the presence of a child and an adult, with a description of their appearance. The sentences describe a scene that involves a child and an adult, and how they are related to each other, with a description of their appearance. ","swapped_elements": "The elements [object1] and [object2] are swapped between the two sentences.","swapped_elements_reason": "The two sentences have the same structure, but with the positions of the child and adult swapped. In the first sentence, the child is mentioned first, and the adult is mentioned second. In the second sentence, the adult is mentioned first, and the child is mentioned second. Thus, the only elements that are swapped between the two sentences are [object1] and [object2]. The structure and other elements remain the same."}	For example, new_text_1 = \a child with a fake beard and an adult\". Only move the \"with a fake beard\" after \"a child\" to \"an adult\" and keep the other words unchanged to generate \"new_text_2\"=\"an adult with a fake beard and a child\" "
362	362	a modern office complex with many windows above a nicely landscaped lawn	a nicely landscaped lawn above a modern office complex with many windows	no-tag	[noun phrase1 (object1)] [action][location] [noun phrase2 (object2)]	[noun phrase1] and [noun phrase2]	{"structure": "[noun phrase1 (object1)] [action][location] [noun phrase2 (object2)]","structure_reason": "The common syntax structure of the two sentences is a basic sentence pattern that involves a prepositional phrase describing a location. The sentences describe a scene that involves a building and its surrounding landscape.","swapped_elements": "[noun phrase1] and [noun phrase2]","swapped_elements_reason": "The two sentences have the same structure, but with the noun phrases swapped. In the first sentence, the noun phrase [noun phrase1] refers to the modern office complex with many windows and the noun phrase [noun phrase2] refers to the nicely landscaped lawn, while in the second sentence, the descriptions are reversed. Thus, the only elements that are swapped between the two sentences are [noun phrase1] and [noun phrase2], which refer to the building and the landscape, respectively. The structure and other elements remain the same."}	For example, new_text_1 = \a modern office complex with many windows above a nicely landscaped lawn\". Only Swap the \"a modern office complex with many windows\" and \"a nicely landscaped lawn\" and keep the other words unchanged to generate \"new_text_2\"=\"a nicely landscaped lawn above a modern office complex with many windows\" "
367	367	the glasses full of water are above the person's head and leg	the person's head and leg are above the glasses full of water	no-tag	[noun phrase1 (non-living things)] [location] [noun phrase2 (living things)]	[noun phrase1] and [noun phrase2]	{"structure": "[noun phrase1 (non-living things)] [location] [noun phrase2 (living things)]","structure_reason": "The common syntax structure of the two sentences is a basic sentence pattern that involves a prepositional phrase describing the location of non-living things relative to living things. The sentences describe a scene that involves glasses full of water and a person's head and leg.","swapped_elements": "[noun phrase1] and [noun phrase2]","swapped_elements_reason": "The two sentences have the same structure, but with the descriptions of the location swapped. In the first sentence, the glasses full of water are described as being above the person's head and leg, while in the second sentence, the person's head and leg are described as being above the glasses full of water. Thus, the elements that are swapped between the two sentences are [noun phrase1] and [noun phrase2], which refer to the glasses full of water and the person's head and leg, respectively."}	For example, new_text_1 = \the glasses full of water are above the person's head and leg\". Only Swap the \"the glasses full of water\" and \"the person's head and leg\" and keep the other words unchanged to generate \"new_text_2\"=\"the person's head and leg are above the glasses full of water\" "
368	368	a person is touching the head of a squirrel	a squirrel is touching the head of a person	no-tag	[Object1] [Verb1] [Object3] [Preposition] [Object2]	[Object1] and [Object2]	{"structure": "[Object1] [Verb1] [Object3] [Preposition] [Object2]","structure_reason": "The common syntax structure of the two sentences is a subject (implied: 'a person' in the first sentence and 'a squirrel' in the second sentence) followed by a form of the verb 'to be' (is), a verb (touching), an object (the head), a preposition (of), and another object (a squirrel in the first sentence and a person in the second sentence). The verb 'touching' indicates the action of touching, and the preposition 'of' indicates the relationship between the head and the squirrel/person.","swapped_elements": "[Object1] and [Object2]","swapped_elements_reason": "The subject and object are swapped between the two sentences. In the first sentence, the subject is 'a person,' and the object is 'the head of a squirrel.' In the second sentence, the subject is 'a squirrel,' and the object is 'the head of a person.' This swap changes the perspective of the sentence, focusing on different entities touching each other's heads."}	For example, new_text_1 = \a person is touching the head of a squirrel\". Only Swap the \"person\" and \"squirrel\" and keep the other words unchanged to generate \"new_text_2\"=\"a squirrel is touching the head of a person\" "
369	369_v1	a deer's nose is resting on a child's hand	a child's hand is resting on a deer's nose	no-tag	[Possessor1]'s [Object1] [Verb] [Preposition] [Possessor2]'s [Object2]	[Possessor1] and [Possessor2], [Object1] and [Object2]	{"structure": "[Possessor1]'s [Object1] [Verb] [Preposition] [Possessor2]'s [Object2]","structure_reason": "The common syntax structure of the two sentences is a possessive noun (Possessor1) followed by an object (Object1), a verb, a preposition, and another possessive noun (Possessor2) followed by another object (Object2).","swapped_elements": "[Possessor1] and [Possessor2], [Object1] and [Object2]","swapped_elements_reason": "The swapped elements are the possessors (Possessor1 and Possessor2) and the objects (Object1 and Object2). In the first sentence, the deer's nose is resting on the child's hand, while in the second sentence, the child's hand is resting on the deer's nose. This swap changes the relationship and perspective between the entities involved, highlighting the different roles and interactions between the deer and the child."}	For example, new_text_1 = \a deer's nose is resting on a child's hand\". Only Swap the \"a deer's nose\" and \"a child's hand\" and keep the other words unchanged to generate \"new_text_2\"=\"a child's hand is resting on a deer's nose\" "
369	369_v2	a deer's nose is resting on a child's hand	a child's hand is resting on a deer's nose	no-tag	[Object1] [Verb] [Preposition] [Object2]	[Object1] and [Object2]	{"structure": "[Object1] [Verb] [Preposition] [Object2]","structure_reason": "The common syntax structure of the two sentences is an object (Object1) followed by a verb, a preposition, and another object (Object2). The verb indicates the action of resting and the preposition indicates the spatial relationship between the objects.","swapped_elements": "[Object1] and [Object2]","swapped_elements_reason": "The two elements that are swapped between the sentences are [Object1] and [Object2]. In the first sentence, the deer's nose (Object1) is resting on the child's hand (Object2), while in the second sentence, the child's hand (Object1) is resting on the deer's nose (Object2). The swapping of these objects changes the focus and perspective of the action and the relationship between the entities involved."}	For example, new_text_1 = \a deer's nose is resting on a child's hand\". Only Swap the \"a deer's nose\" and \"a child's hand\" and keep the other words unchanged to generate \"new_text_2\"=\"a child's hand is resting on a deer's nose\" "
370	370	two sparklers for one hand	one sparkler for two hands	no-tag	two/three/four/multiple [object1] for one [object2]	the order of the objects	{"structure": "two/three/four/multiple [object1] for one [object2]","structure_reason": "The common syntax structure of the two sentences is that they both use a sentence pattern with the phrase 'two/three/four [object1] for one [object2]'. In the first sentence, 'two sparklers' are exchanged for 'one hand', while in the second sentence, 'one sparkler' is exchanged for 'two hands'. Both sentences use the same preposition 'for' to express the relationship between the objects being exchanged. The structure is used to express a trade-off or exchange relationship, in which one object is given or received in exchange for another object.","swapped_elements": "the order of the objects","swapped_elements_reason": "The two sentences have swapped the order of the objects being exchanged. In the first sentence, 'two sparklers' are given for 'one hand', while in the second sentence, 'one sparkler' is given for 'two hands'. The swap is used to create a contrast between the two situations described in the two sentences, emphasizing the different objects and their relationship to each other. The swap also serves to illustrate a difference in focus between the two sentences, with the first sentence highlighting the sparklers and the hand, while the second sentence highlights the sparkler and the hands. The sentence structure remains the same."}	For example, new_text_1 = \two sparklers for one hand\". Only Swap the \"two\" and \"one\" and keep the other words unchanged to generate \"new_text_2\"=\"one sparkler for two hands\" "
